Cycle_Index,Discharge Time (s),Decrement 3.6-3.4V (s),Max. Voltage Dischar. (V),Min. Voltage Charg. (V),Time at 4.15V (s),Time constant current (s),Charging time (s),RUL
921.0,1193.09,319.59999999962747,3.824,3.659,1870.0032857153565,2600.29,7892.09,187
499.0,1652.1,433.2857142854482,3.875,3.552,3797.352000000887,4904.35,10356.99,609
522.0,1510.44,429.625,3.924,3.76,2716.3430000003427,3640.0,8595.92,592
37.0,2222.41,835.219000000041,4.04,3.379,5076.311999999918,6049.34,9241.34,1097
792.0,1110.91,302.40000000037253,3.839,3.655,1695.2091428544372,2384.35,8073.82,311
1048.0,972.0,251.91176470555365,3.786,3.699,1331.2579999994489,1952.26,7640.27,86
577.0,1584.0,473.1428571436554,3.92,3.541,3061.112999999896,3932.31,8288.31,528
870.0,1040.19,278.7142857145518,3.814,3.674,1524.875,2168.38,7821.69,238
688.0,1317.78,373.80000000074506,3.847,3.603,2214.598714284599,2996.31,8515.62,420
404.0,1788.0,549.0,3.961,3.513,3764.351999999024,4652.35,8468.35,701
985.0,1036.69,281.2747252751142,3.821,3.668,1540.8834285717458,2168.31,7780.81,127
745.0,1364.38,382.62857142835855,3.881,3.595,2372.3120000008494,3176.31,8159.44,363
1011.0,1014.75,283.25,3.823,3.814,1155.25,1932.0,7855.12,102
862.0,1022.12,281.2747252751142,3.83,3.687,1458.4737142845988,2096.19,7316.19,250
1095.0,945.94,238.8907563034445,3.779,3.697,1281.875,1880.38,7384.75,13
575.0,1517.56,393.8571428563446,3.868,3.596,2732.25,3608.25,8263.12,533
441.0,1719.8,527.0,3.958,3.513,3476.321000000462,4364.32,8253.18,667
330.0,1854.56,518.0,3.923,3.525,3845.912999998778,4796.31,8736.44,778
916.0,1006.34,266.7857142854482,3.804,3.69,1448.2530000004915,2060.25,8010.82,192
965.0,1102.25,300.155844155699,3.829,3.664,1689.9642857145518,2384.25,7406.44,143
125.0,2081.66,733.6000000000931,4.002,3.44,4706.375,5660.38,9164.53,978
351.0,1820.5,508.75,3.928,3.819,3633.375,4613.38,8766.06,757
999.0,1021.44,275.6043956056237,3.817,3.674,1494.6607142854482,2132.38,7684.38,113
493.0,1555.89,442.4000000003725,3.926,3.554,2966.359000000172,3824.36,8565.31,610
734.0,1188.67,322.6666666660458,3.856,3.645,1911.1861428581176,2636.33,8121.38,369
12.0,3228.58,1135.3493333333172,3.689,3.485,5033.07569230767,5969.89,5969.89,1101
516.0,1650.84,497.5714285718277,3.931,3.55,3080.313000000082,3968.31,7989.05,592
955.0,1069.03,290.80519480630755,3.829,3.664,1610.0215714294463,2278.59,7739.34,157
352.0,1779.2,477.0,3.915,3.824,3410.351999999024,4400.35,8655.87,756
293.0,1875.31,532.7999999998137,3.926,3.515,3896.313000000082,4832.31,8784.72,815
35.0,2228.47,878.405999999959,4.03,3.569,5096.344000000041,6069.0,9195.62,1073
1061.0,1024.75,276.7912087906152,3.801,3.672,1479.2321428563446,2096.38,7853.06,47
133.0,2095.22,703.2189999995753,3.994,3.767,4627.375,5600.38,9112.78,975
520.0,1680.0,505.0,3.923,3.529,3338.31299999915,4220.31,8504.31,614
959.0,1092.0,302.0952380951494,3.848,3.67,1668.875,2348.38,7424.38,146
1098.0,828.12,206.73684210516512,3.785,3.718,1052.375,1592.38,7065.31,10
141.0,2041.28,604.0,3.954,3.474,4457.975000000093,5408.38,8934.28,967
513.0,1623.62,423.0,3.886,3.581,3082.79099999927,3968.39,8410.53,595
1052.0,970.09,258.0,3.803,3.685,1385.3120000008494,1988.31,7633.41,62
969.0,948.0,249.09999999962747,3.8,3.691,1308.8129999991506,1880.31,8061.31,134
494.0,1531.55,432.8571428572759,3.928,3.552,2888.3909999988973,3752.39,8250.17,620
659.0,1429.41,403.5,3.883,3.575,2540.3279999997467,3356.33,8383.3,449
567.0,1596.0,478.0,3.922,3.537,3082.712999999523,3968.31,8288.06,538
326.0,1883.25,600.0,3.978,3.488,4011.513000000268,4940.31,8505.31,787
270.0,1858.38,518.0,3.931,3.518,3860.3439999995753,4796.34,8682.02,838
146.0,2064.0,710.3999999999069,3.992,3.433,4598.344000000507,5552.34,8900.34,988
242.0,1946.22,568.0,3.933,3.499,4133.943999999203,5084.34,8915.28,866
947.0,1111.56,307.19999999925494,3.852,3.672,1674.5977142862976,2384.31,7405.19,166
504.0,1596.0,455.1428571427241,3.941,3.557,3134.3509999997914,4004.35,8360.35,604
169.0,2045.83,722.3999999999069,3.998,3.428,4558.719999999739,5516.32,8749.31,939
518.0,1621.17,466.0,3.94,3.552,3176.35899999924,4040.36,8069.28,595
789.0,190955.58,170132.38099999912,4.231,3.353,55740.004000000656,67072.0,67072.0,319
744.0,1260.0,349.0,3.886,3.626,2096.375,2888.38,7568.38,361
651.0,1344.0,373.0,3.906,3.598,2358.605714285746,3176.32,7928.32,457
425.0,1740.0,527.0,3.96,3.52,3593.7879999997094,4472.19,8396.19,680
1029.0,1080.77,284.1758241765201,3.8,3.681,1566.6447142865509,2240.36,7738.8,79
240.0,1957.88,664.0,3.988,3.453,4263.543000000529,5192.34,8616.31,868
286.0,1838.69,575.0,3.965,3.484,3884.3439999995753,4796.34,8686.38,828
459.0,1645.28,471.8571428572759,3.944,3.543,3242.320000000298,4148.32,8522.78,649
54.0,2186.38,804.0,4.039,3.386,4971.407000000123,5937.41,9101.41,1080
225.0,1935.08,632.0,3.978,3.465,4213.12799999956,5120.33,8830.12,887
121.0,2080.09,624.0,3.956,3.463,4587.489000000525,5552.29,9067.2,987
923.0,1199.01,334.40620000101626,3.84,3.64,1926.7697142865509,2636.48,8017.22,185
349.0,1774.06,477.8571428572759,3.924,3.537,3593.943999999203,4508.34,8486.16,759
310.0,1908.0,620.0,3.979,3.481,4119.556000000797,5012.36,8612.36,795
259.0,1928.62,624.0,3.991,3.709,4102.375,5061.0,8671.06,854
783.0,1090.06,304.51948052085936,3.845,3.67,1623.2321428563446,2312.38,7419.75,329
505.0,1558.12,433.02857142779976,3.927,3.565,3002.3199999993667,5391.01,8055.07,603
291.0,1900.5,612.0,3.979,3.478,4054.6180000007153,4976.22,8533.19,822
861.0,1020.88,281.2747252751142,3.83,3.688,1452.875,2096.38,7280.81,251
213.0,1999.19,660.0,3.987,3.464,4412.351999999955,5372.35,9009.05,895
955.0,1069.84,292.5257142856717,3.829,3.664,1618.0572857148943,2276.34,7757.75,159
450.0,1668.0,488.0,3.948,3.843,3010.752000001259,3968.35,8756.35,658
259.0,1921.09,550.0,3.929,3.507,4058.320000000298,5012.32,8874.18,849
173.0,2028.0,691.2000000001863,3.988,3.443,4508.327999999281,5444.33,8900.33,961
686.0,1300.22,357.8666666653007,3.883,3.608,2198.406000001356,2996.41,7932.06,428
254.0,1900.75,607.188000000082,3.997,3.792,4011.0,4963.0,8771.0,854
25.0,2239.2,871.1870000000345,4.046,3.367,5167.32799999998,6133.34,9283.33,1080
158.0,2027.26,584.0,3.944,3.795,4247.35999999987,5228.38,8969.5,950
872.0,1123.0,309.2571428567171,3.843,3.648,1756.910428572446,2456.31,7806.88,242
53.0,2189.12,789.625,4.022,3.397,4964.311999999918,5930.34,9293.06,1055
544.0,1597.38,476.0,3.919,3.536,3068.2809999994934,3932.28,8127.0,564
38.0,2204.69,710.405999999959,4.003,3.419,4964.311999999802,5944.31,9316.19,1070
679.0,1440.0,414.9000000003725,3.876,3.58,2624.344000000506,3464.34,8360.34,455
118.0,2056.03,688.7999999998137,3.986,3.454,4565.952000000048,5516.35,8992.45,994
270.0,1923.91,624.7999999998137,3.98,3.473,4136.25,5048.25,8543.45,843
6.0,64889.99,1130.5109999999986,4.287,3.247,5439.008000000002,107552.49,107552.49,1102
90.0,2140.59,764.3999999999069,4.01,3.408,4892.344000000041,5840.34,9173.0,1018
759.0,1235.81,340.0,3.867,3.624,2034.660714285448,2780.38,7932.56,355
325.0,1841.41,576.0,3.968,3.497,3926.344000001438,4832.34,8830.97,778
194.0,1992.0,684.0,3.994,3.447,4407.512000000104,5336.31,8756.31,911
925.0,1164.19,318.6666666660458,3.844,3.655,1839.0831428579984,2528.23,7594.4,183
965.0,991.69,264.5,3.824,3.681,1425.8120000008494,2060.31,7405.5,143
662.0,1476.0,432.0,3.901,3.57,2708.3279999997467,3536.33,8108.33,443
305.0,1869.57,509.0,3.926,3.529,3867.5509999999776,4796.35,8728.93,803
441.0,1659.42,480.0,3.945,3.538,3302.3130000010133,4220.31,8483.08,667
814.0,1322.94,369.9428571444005,3.867,3.904,2018.3440000005064,2888.34,8437.62,294
822.0,1074.91,291.89610389620066,3.833,3.664,1566.5987142845988,2240.31,8207.91,281
465.0,1668.0,486.0,3.936,3.546,3248.3520000008866,4112.35,8180.35,669
1022.0,914.09,237.746000001207,3.803,3.702,1245.820000000298,1844.32,7271.46,86
242.0,1905.5,614.4000000003725,3.976,3.47,4100.311999999918,5012.31,8780.09,872
159.0,2065.12,704.0,3.992,3.44,4622.319999999832,5588.32,9084.86,949
579.0,1556.5,461.1428571436554,3.915,3.548,2948.375,3824.38,8122.5,529
642.0,1534.94,451.2857142854482,3.909,3.561,2870.375,3716.38,8144.38,471
676.0,1472.66,426.0,3.896,3.578,2672.31299999915,3536.31,8042.94,437
936.0,1027.88,274.90909090824425,3.831,3.677,1502.3129999991506,2132.31,7690.0,172
920.0,1211.16,338.0,3.843,3.638,1962.6687142848969,2672.38,8140.41,188
243.0,1952.22,662.4000000003725,3.988,3.455,4244.343000000343,5192.34,8612.81,865
553.0,1557.5,403.88571428507566,3.875,3.588,2858.375,3752.38,8338.5,555
804.0,1236.0,337.0,3.847,3.919,1784.218999998644,2636.22,8324.22,330
447.0,1639.59,469.2857142854482,3.942,3.541,3255.5120000001043,4148.31,8485.47,661
966.0,956.19,251.7857142854482,3.799,3.691,1322.25,1916.25,8023.38,137
1049.0,1040.03,281.5217692311853,3.805,3.669,1515.875,2168.38,7888.25,59
364.0,1428.0,561.5999999996275,3.963,3.497,3734.319999999367,4652.32,8280.19,744
103.0,2063.47,708.0,3.991,3.444,4592.342999999877,5552.34,8966.53,1009
774.0,1330.62,373.5,3.875,3.601,2264.25,3068.25,8048.81,334
285.0,1841.12,576.0,3.966,3.484,3896.2189999995753,4796.22,8650.72,829
442.0,1645.64,477.0,3.943,3.534,3272.344000001438,4148.34,8379.36,672
739.0,1251.62,344.6666666660458,3.883,3.625,2084.3120000008494,2852.31,7604.31,366
58.0,2182.81,698.4380000003148,3.993,3.427,4880.375,5867.38,9364.5,1050
1090.0,1019.94,260.7857142854482,3.787,3.692,1412.375,2060.38,7612.62,18
389.0,1775.22,556.0,3.967,3.495,3658.759000001475,4580.36,8359.33,719
1013.0,888.0,224.66666666604576,3.777,3.711,1180.3519999999553,1736.35,7922.43,90
307.0,1830.4,556.0,3.959,3.523,3838.7210000008345,4724.32,8640.29,805
127.0,2077.28,730.3999999999069,4.001,3.425,4688.280999999959,5660.28,9160.06,976
215.0,1961.92,648.8206666666083,3.978,3.462,4292.350999999326,5228.35,8879.8,899
450.0,1668.64,435.0,3.897,3.861,2866.8160000005737,3860.42,8744.16,658
1100.0,824.31,206.73684210516512,3.785,3.719,1040.313000002876,1556.31,7041.06,8
117.0,2083.16,733.6000000000931,3.993,3.422,4702.711999999825,5624.31,9084.41,997
1019.0,863.16,212.0,3.767,3.72,1112.3519999999553,1664.35,7603.55,89
194.0,2013.94,593.6000000000931,3.94,3.484,4342.7440000004135,5300.34,9036.19,914
593.0,1478.5,383.6999999992549,3.861,3.602,2606.25,3500.25,8239.75,515
324.0,1836.0,572.0,3.979,3.496,3902.327999999746,4796.33,8612.33,784
702.0,1245.28,345.5,3.873,3.646,2080.922428570688,2816.35,7746.18,410
596.0,1596.0,469.2857142854482,3.906,3.556,3082.752000000328,3932.35,8540.35,538
754.0,1258.88,347.3333333339542,3.885,3.631,2075.803571429104,2852.38,7492.75,359
214.0,1987.3,661.2000000001863,3.988,3.459,4382.351999999955,5336.35,9123.45,889
567.0,1526.19,396.0,3.872,3.593,2751.574999999255,3644.38,8322.69,541
813.0,1089.69,295.6363636367023,3.837,3.658,1632.875,2312.38,8146.19,290
17.0,2257.16,780.0,3.998,3.41,5111.3589999999385,6105.38,9643.52,1091
694.0,1349.89,352.5,3.847,3.639,2294.223999999464,3104.22,8140.67,414
642.0,1511.03,440.5714285708964,3.905,3.562,2798.406000001356,3644.41,8175.09,466
492.0,1532.48,432.8571428572759,3.927,3.552,2900.3279999997467,3752.33,8215.61,622
711.0,1192.38,333.3092222213745,3.862,3.655,1926.598714288324,2672.31,7609.17,401
579.0,1564.81,462.0,3.909,3.547,2942.375,3824.38,8092.5,529
385.0,1736.91,515.0,3.957,3.521,3558.037999998778,4472.44,8544.16,723
158.0,2075.2,738.0,3.996,3.775,4493.952000000048,5480.35,8862.53,950
866.0,1258.38,350.40000000037253,3.855,3.621,2080.884428570047,2852.31,8092.06,242
533.0,1578.41,465.4285714281723,3.914,3.54,3010.7120000002906,3896.31,8391.59,575
917.0,1152.0,314.6666666660458,3.86,3.662,1823.6865714285525,2528.26,7568.26,188
356.0,1767.74,532.0,3.962,3.509,3658.752000001259,4580.35,8412.29,752
832.0,1176.0,325.3333333339542,3.873,3.643,1880.311999997124,2636.31,7532.31,273
1003.0,1062.25,286.0,3.821,3.671,1571.7415714282542,2240.31,7362.62,105
82.0,2125.59,656.3999999999069,3.964,3.445,4738.758999999845,5696.36,9129.25,1026
506.0,1478.46,419.5714285708964,3.913,3.6,2732.3509999997914,6679.75,7765.15,606
34.0,2223.88,844.7970000002533,4.045,3.378,5090.312000000151,6063.3,9133.25,1079
485.0,1560.0,448.4571428569034,3.943,3.548,3014.3899999996647,3896.39,8180.39,623
929.0,1199.69,335.3333333339542,3.838,3.638,1942.026285711676,2672.31,8414.59,179
262.0,1873.51,521.0,3.932,3.514,3903.520000000484,4832.32,8685.98,846
676.0,1322.69,364.5,3.887,3.603,2270.344000000506,3068.34,8036.5,438
589.0,1480.12,387.9000000003725,3.86,3.598,2612.3120000008494,3500.31,8255.81,519
1067.0,1043.19,270.51428571529686,3.792,3.686,1469.009428570047,2132.44,7721.19,41
242.0,1911.97,618.0,3.98,3.478,4118.313000000082,5048.31,8680.97,866
557.0,1610.62,434.1893571447581,3.879,3.559,3039.574999999255,3932.38,8552.25,551
977.0,1077.19,296.80000000074506,3.846,3.676,1597.5178571436554,2276.38,7408.94,136
49.0,2196.28,828.0,4.045,3.379,5062.343999999808,6042.34,9311.34,1054
814.0,1288.53,355.3333333339542,3.854,3.914,1898.343999998644,2744.34,8314.25,294
938.0,974.0,258.7252747248858,3.802,3.689,1362.8440000023693,1988.34,7921.84,165
961.0,938.31,243.80000000074503,3.786,3.697,1286.375,1880.38,7801.06,147
301.0,1877.62,525.0,3.919,3.52,3874.650000000373,4832.25,8851.56,807
769.0,1220.44,352.81200000084937,3.873,3.798,1799.375,2667.0,7919.06,344
874.0,1205.31,330.6666666660458,3.84,3.644,1922.375,2672.38,7853.5,234
727.0,1284.0,354.90000000037253,3.89,3.62,2173.5178571436554,2960.38,7712.38,378
748.0,1338.94,369.0,3.878,3.612,2324.3120000008494,3104.31,7826.06,360
942.0,1166.0,313.7142857145518,3.82,3.662,1777.5178571436554,2492.38,7837.25,166
406.0,1800.0,540.5999999996275,3.952,3.522,3737.954999999143,4652.35,8576.35,728
690.0,1405.22,372.0,3.838,3.606,2438.29649999924,3284.28,8178.53,418
711.0,1261.77,341.5,3.885,3.623,2126.3120000008494,2888.31,7832.0,397
520.0,1631.72,492.0,3.925,3.533,3188.375,4076.38,8100.64,588
981.0,924.0,242.90000000037253,3.791,3.697,1263.6879999991506,1844.19,7892.19,122
547.0,1558.25,409.2857142854482,3.871,3.875,2645.31299999915,3608.31,8506.0,561
873.0,1204.81,330.6666666660458,3.85,3.64,1957.517857143656,2672.38,7597.62,235
770.0,1168.38,305.48571428470314,3.824,3.663,1767.1691428553313,2528.31,7627.5,338
123.0,2082.91,729.6000000000931,3.998,3.428,4688.390999999829,5624.39,8970.98,985
256.0,1878.02,521.0,3.929,3.518,3914.368999999948,4832.38,8701.25,852
397.0,1759.12,480.0,3.91,3.54,3514.743999999948,4436.34,8595.97,711
995.0,1039.75,286.2857142854482,3.838,3.684,1504.8834285680205,2168.31,7240.81,118
1064.0,867.62,202.60869565233588,3.749,3.728,1047.9369999989867,1628.44,7121.25,44
973.0,1092.0,298.8629999998957,3.848,3.671,1659.8129999991506,2348.31,7460.31,132
396.0,1764.0,534.0,3.955,3.512,3651.575000000186,4544.38,8432.38,738
607.0,1563.84,419.5714285708964,3.864,3.58,2917.120000001043,3788.32,8522.52,501
503.0,1574.72,441.8571428572759,3.928,3.568,3032.3199999993667,3896.32,8588.87,605
458.0,1714.85,460.2857142854482,3.896,3.554,3356.3520000008866,4292.35,8613.79,650
493.0,1531.08,431.6571428570896,3.927,3.551,2894.359000000172,3752.36,8202.17,621
679.0,1473.09,426.5266857147217,3.896,3.578,2672.344000000506,3500.34,8036.84,434
520.0,1601.08,418.0,3.883,3.583,3014.3279999997467,3932.33,8392.52,588
72.0,2167.76,689.6000000000931,3.961,3.434,4846.649999999907,5804.25,9403.58,1036
34.0,2173.09,792.0,4.035,3.409,4915.3589999999385,5888.39,9145.16,1078
182.0,1985.84,662.3999999999069,3.985,3.777,4316.343000000343,5264.34,8932.09,932
400.0,1745.86,510.0,3.943,3.507,4169.952000000514,5228.35,10207.33,708
81.0,2150.62,677.0,3.958,3.439,4796.327999999747,5768.33,9289.16,1027
46.0,2219.84,856.7820000001229,4.041,3.373,5076.342999999877,6049.34,9080.44,1062
831.0,1252.56,342.40000000037253,3.861,3.632,2084.3543333318084,2852.34,7718.72,277
329.0,1848.0,572.0,3.96,3.499,3944.2820000005886,4868.28,8684.28,805
161.0,2060.26,705.6000000000931,3.993,3.439,4616.320999999996,5588.32,9068.54,947
162.0,2022.14,692.0,3.986,3.439,4501.155999999493,5444.36,9002.02,952
715.0,1410.86,396.30000000074506,3.887,3.588,2516.31299999915,3320.31,8248.77,393
137.0,2063.62,718.3999999999069,3.998,3.431,4652.25,5624.25,9160.12,966
471.0,1632.0,471.0,3.95,3.54,3206.360000000336,4076.36,8288.36,637
331.0,1815.69,493.0,3.928,3.533,3728.375,4652.38,8587.25,777
12.0,2262.69,902.4000000000232,4.039,3.9,1982.3680000000168,2962.37,6336.54,1091
494.0,1595.11,462.8571428572759,3.932,3.54,3056.3279999997467,3932.33,8048.33,614
789.0,187410.78,-161768.15899999812,4.238,3.348,57869.98399999924,69316.13,69316.13,319
1005.0,1008.0,271.2527472525835,3.803,3.686,1439.375,2096.38,7568.38,129
328.0,1840.47,564.0,3.968,3.796,3781.205999999307,4760.41,8744.22,780
1070.0,836.31,203.2142857145518,3.765,3.719,1066.7129999995232,1592.31,7815.56,33
1025.0,1032.09,276.8571428563446,3.811,3.683,1504.930428571999,2132.36,7390.94,83
111.0,2080.67,702.3999999999069,3.985,3.424,4940.35199999949,5912.35,9551.9,1001
744.0,1349.25,373.1999999992549,3.88,3.612,2348.3120000008494,3140.31,7790.56,364
707.0,1407.88,391.1999999992549,3.881,3.607,2510.344000000506,3320.34,7979.61,401
1134.0,682287.6,8100.0,4.207,3.264,50489.98000000045,606491.96,606491.96,0
160.0,2051.17,717.6019999999553,3.992,3.433,4609.150999999605,5552.35,9191.71,943
469.0,1680.0,494.0,3.954,3.529,3374.3289999999106,4256.33,8288.33,636
784.0,1236.0,339.3333333339542,3.882,3.637,2019.2011428568512,2780.34,7604.34,321
78.0,2158.66,784.0,4.008,3.401,4910.359000000171,5876.36,9023.48,1035
732.0,34.25,36.3636363632977,3.139,3.618,95.53609997779132,8.0,8.38,380
657.0,1426.66,367.5,3.849,3.617,2456.25,3320.25,8175.1,451
1095.0,923.69,240.0,3.794,3.694,1276.3120000008494,1844.31,7483.19,19
654.0,1500.0,432.8571428563446,3.889,3.57,2750.3120000008494,3608.31,8432.31,480
445.0,1636.89,470.1428571427241,3.947,3.537,3224.375,4112.38,8272.03,663
107.0,2120.44,774.0,3.989,3.404,4803.513000000035,5932.5,8883.81,1001
724.0,1243.69,325.3333333339542,3.836,3.651,1994.281000001356,2780.28,7706.59,384
731.0,1272.0,353.3333333339542,3.888,3.622,2147.740571429953,2924.31,7659.69,374
163.0,2043.11,710.3999999999069,3.995,3.435,4580.321000000462,5516.32,9193.54,940
95.0,2138.88,770.0,4.008,3.407,4839.513000000268,5804.31,8950.19,1018
565.0,1464.0,411.9000000003725,3.927,3.572,2696.375,3536.38,8000.38,543
798.0,1302.82,358.80000000074506,3.86,3.633,2210.351999999956,2960.35,7965.34,310
898.0,1116.0,305.19999999925494,3.849,3.658,1740.8479999992996,2420.32,7784.35,210
356.0,1801.47,554.0,3.966,3.504,3773.826999998651,4688.23,8832.99,747
69.0,2152.86,788.0,4.001,3.398,4933.119999999879,5876.32,9249.95,1045
516.0,1680.0,508.0,3.924,3.529,3362.3120000008494,4256.31,8504.31,618
1058.0,991.03,263.59999999962747,3.795,3.951,1070.3440000005066,1808.34,7870.16,50
462.0,1704.0,508.0,3.956,3.523,3452.3520000008866,4328.35,8324.35,643
1.0,2604.0,1186.4955,3.666,3.213,5424.991,6706.02,10772.99,1107
185.0,2031.0,702.3999999999069,3.99,3.437,4493.9440000006,5444.34,8727.72,923
475.0,1502.34,430.2857142854482,3.921,3.882,2413.120000000112,3356.32,8306.24,637
834.0,1086.19,282.4285714291036,3.805,3.681,1561.4558571446687,2276.31,7346.62,274
601.0,1518.69,442.62857142835855,3.888,3.577,2864.320000000298,3716.32,8946.24,502
218.0,1956.0,640.7999999998137,3.988,3.469,4292.351999999955,5192.35,8756.35,890
12.0,8414.98,888.0,4.032,3.903,1940.3519999999555,2913.34,6140.32,1122
656.0,1476.0,425.5714285708964,3.883,3.571,2738.3430000003427,3572.34,8396.34,478
820.0,1188.84,328.0,3.855,3.637,1922.312000000849,2636.31,7876.69,294
756.0,1245.0,344.6666666660458,3.87,3.621,2060.375,2816.38,7991.0,358
811.0,1200.0,328.6666666660458,3.876,3.64,1926.6287142839285,2672.34,7604.34,294
629.0,1534.19,443.5714285708964,3.901,3.563,2870.4069999996573,3716.41,8085.88,479
814.0,1203.94,331.5,3.855,3.916,1712.375,2528.38,8364.66,300
34.0,2217.69,849.625,4.048,3.37,5132.3129999999655,6119.33,9416.52,1069
821.0,1271.78,348.90000000037253,3.852,3.635,2114.25,2888.25,7831.75,287
122.0,2107.62,769.2000000001863,4.005,3.408,4766.359000000171,5696.36,8907.69,986
363.0,1762.49,476.1428571427241,3.92,3.539,3554.3509999997914,4472.35,8482.88,745
159.0,2028.77,588.0,3.946,3.482,4407.680000000168,5372.48,8979.74,949
869.0,1152.0,318.40000000037253,3.862,3.653,1813.517857143656,2528.38,7424.38,236
1077.0,961.88,246.4411764703691,3.783,3.695,1313.375,1916.38,7334.94,31
842.0,1176.0,320.0,3.838,3.655,1803.1701428554952,2528.31,7892.31,292
803.0,1325.92,370.80000000074506,3.869,3.613,2264.351999999956,3032.34,8174.11,305
979.0,1095.94,298.90909090824425,3.828,3.663,1677.9379999991506,2348.44,7498.81,129
313.0,1901.09,617.5999999996275,3.974,3.484,4040.3519999999553,4976.35,8498.43,795
402.0,1788.0,548.0,3.961,3.514,3759.5540000014007,4652.35,8468.35,703
742.0,1346.19,364.80000000074506,3.86,3.618,2282.31299999915,3104.31,8126.94,366
470.0,1767.97,563.0,3.954,3.529,3413.9589999988675,4328.36,8086.31,643
1038.0,984.0,257.90000000037253,3.789,3.699,1376.3509999997914,1988.35,7784.35,96
327.0,1834.06,573.5929999994114,3.976,3.712,3794.4060000004247,4753.0,9045.56,776
407.0,1783.81,552.0,3.961,3.509,3701.950999999419,4616.35,8364.84,701
164.0,2062.72,722.3999999999069,3.99,3.446,4598.387000000104,5552.39,8786.27,944
330.0,1824.0,566.4000000003725,3.977,3.501,3866.375,4760.38,8576.38,778
32.0,2235.8,873.5940000001574,4.043,3.368,5132.342999999877,6105.38,9120.64,1076
166.0,2040.0,699.2000000001863,3.987,3.438,4550.319999999832,5480.32,8900.32,968
839.0,1080.62,282.2857142854482,3.801,3.683,1561.455857142806,2276.31,7623.0,269
81.0,2126.81,656.3999999999069,3.964,3.444,4745.944000000134,5696.34,9125.47,1027
152.0,2029.56,696.0,3.995,3.444,4502.218999999575,5444.22,8817.72,956
496.0,1596.0,462.8571428572759,3.942,3.541,3104.313000000082,3968.31,8072.31,609
949.0,1014.12,268.9870129879564,3.829,3.675,1488.875,2132.38,7466.16,159
677.0,1436.94,382.5,3.842,3.601,2521.1130000017583,3356.31,8266.56,431
950.0,1091.99,295.4374285712838,3.819,3.675,1638.575714284554,2312.29,7784.32,184
726.0,1301.94,360.26666666567326,3.88,3.611,2219.7715714294463,2996.34,8046.25,388
207.0,2004.0,673.2000000001863,3.984,3.439,4820.384000000078,5804.38,9476.38,898
125.0,2101.12,640.7999999998137,3.95,3.459,4623.513000000268,5588.31,9230.66,983
529.0,1590.72,417.8571428572759,3.877,3.581,2967.606000000611,3860.41,8467.25,579
623.0,1467.47,423.7714285701513,3.883,3.58,2696.375,3536.38,8899.75,480
81.0,2136.0,773.0,4.001,3.402,4868.45299999998,5804.45,9044.45,1053
1016.0,1044.0,287.5714285708964,3.831,3.686,1551.1771428566426,2204.32,7388.32,89
351.0,1804.56,564.0,3.969,3.804,3703.375,4662.38,8502.69,757
200.0,1980.0,679.2000000001863,3.993,3.449,4378.774999999907,5300.38,8756.38,905
311.0,1896.07,608.7999999998137,3.972,3.483,4064.320000000298,4976.32,8493.47,797
489.0,1563.55,445.7142857145518,3.928,3.552,3008.328000000678,3896.33,8600.36,614
717.0,1367.38,380.0999999996274,3.879,3.896,2168.3119999989867,3032.31,8094.91,391
266.0,1867.72,594.0,3.97,3.478,3980.3590000001714,4904.36,8732.58,848
614.0,1485.72,382.1999999992549,3.86,3.61,2636.344000000506,3500.34,8260.98,494
559.0,1605.06,431.5714285708964,3.877,3.561,3025.175000000745,3896.38,8538.44,549
779.0,1218.88,336.5,3.866,3.626,1993.517857143656,2744.38,7892.31,335
38.0,2236.09,868.7810000000754,4.043,3.369,5132.343999999925,6105.38,9115.16,1070
678.0,1434.72,380.6999999992549,3.841,3.602,2516.344000000506,3356.34,8251.16,430
530.0,1656.0,497.0,3.92,3.532,3272.218999999576,4148.22,8504.22,604
456.0,1722.27,462.0,3.897,3.554,3385.0540000014007,4292.25,8660.48,652
793.0,1200.0,327.3333333339542,3.867,3.664,1972.9564285706729,2708.38,7928.38,315
697.0,1366.28,378.30000000074506,3.901,3.61,2414.3120000008494,3212.31,7820.31,408
1040.0,843.41,210.5869565214961,3.788,3.728,1070.343999998644,1628.34,6947.84,72
449.0,1693.41,504.0,3.96,3.819,3318.0149999996647,4263.0,8407.0,656
753.0,1128.69,315.3333333339542,3.852,3.665,1726.0892857145518,2420.38,7563.88,359
360.0,1791.39,545.0,3.965,3.509,3730.7199999997392,4652.32,8686.37,748
917.0,1201.02,321.19999999925494,3.825,3.66,1885.365857142955,2636.22,7886.43,191
838.0,1264.38,347.3333333339542,3.849,3.917,1826.375,2672.38,8258.06,270
452.0,1654.24,478.0,3.939,3.534,3314.351999999024,4184.35,8433.09,662
602.0,1524.41,439.88571428507566,3.898,3.566,2852.351999999956,3716.35,8406.05,506
1016.0,868.06,214.0909090917557,3.768,3.718,1127.9599999990314,1664.36,7599.2,92
91.0,2125.91,768.0,4.007,3.406,4868.311999999685,5840.31,9177.66,1012
1036.0,1007.81,264.3428571429104,3.791,3.689,1427.7715714275837,2060.34,7473.53,72
176.0,2009.95,684.0,3.992,3.447,4472.343999999575,5408.34,9028.34,927
641.0,1416.09,369.0,3.848,3.613,2438.375,3284.38,8209.66,467
